agency_cd,site_no,dateTime,X_72019_00003,X_72019_00003_cd,X_00020_00003,X_00020_00003_cd,X_00010_00003,X_00010_00003_cd,X_00060_00003,X_00060_00003_cd,X_00010_00001,X_00010_00001_cd,X_62623_00002,X_62623_00002_cd,X_00020_00001,X_00020_00001_cd,X_00020_00002,X_00020_00002_cd,X_63680_00001,X_63680_00001_cd,X_63680_00002,X_63680_00002_cd,X_63680_00003,X_63680_00003_cd,X_00010_00002,X_00010_00002_cd,X_00095_00001,X_00095_00001_cd,X_00095_00002,X_00095_00002_cd,X_62623_00001,X_62623_00001_cd,X_62623_00003,X_62623_00003_cd,X_00065_00003,X_00065_00003_cd,X_62615_00003,X_62615_00003_cd,X_00095_00003,X_00095_00003_cd,X_72022_00003,X_72022_00003_cd,X_00035_00003,X_00035_00003_cd,X_00045_00006,X_00045_00006_cd,X_62608_00003,X_62608_00003_cd,X_72198_00001,X_72198_00001_cd,tz_cd,outputDatacoords.dec_lat_va,outputDatacoords.dec_long_va
USGS,01105500,2023-10-22T00:00:00Z,NA,NA,NA,NA,NA,NA,60.1,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.15454356,-71.1458842
USGS,01105500,2023-10-23T00:00:00Z,NA,NA,NA,NA,NA,NA,41.8,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.15454356,-71.1458842
USGS,01105500,2023-10-24T00:00:00Z,NA,NA,NA,NA,NA,NA,28.7,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.15454356,-71.1458842
USGS,01105500,2023-10-25T00:00:00Z,NA,NA,NA,NA,NA,NA,25.8,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.15454356,-71.1458842
USGS,01105500,2023-10-26T00:00:00Z,NA,NA,NA,NA,NA,NA,25.4,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.15454356,-71.1458842
USGS,01105500,2023-10-27T00:00:00Z,NA,NA,NA,NA,NA,NA,21.5,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.15454356,-71.1458842
USGS,01105500,2023-10-28T00:00:00Z,NA,NA,NA,NA,NA,NA,21.9,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.15454356,-71.1458842
USGS,01105500,2023-10-29T00:00:00Z,NA,NA,NA,NA,NA,NA,20.9,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.15454356,-71.1458842
USGS,01105500,2023-10-30T00:00:00Z,NA,NA,NA,NA,NA,NA,46.3,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.15454356,-71.1458842
USGS,01105500,2023-10-31T00:00:00Z,NA,NA,NA,NA,NA,NA,61.3,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.15454356,-71.1458842
USGS,01105500,2023-11-01T00:00:00Z,NA,NA,NA,NA,NA,NA,46.3,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.15454356,-71.1458842
USGS,01105500,2023-11-02T00:00:00Z,NA,NA,NA,NA,NA,NA,37.6,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.15454356,-71.1458842
USGS,01105500,2023-11-03T00:00:00Z,NA,NA,NA,NA,NA,NA,34.6,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.15454356,-71.1458842
USGS,01105500,2023-11-04T00:00:00Z,NA,NA,NA,NA,NA,NA,33.1,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.15454356,-71.1458842
USGS,01105500,2023-11-05T00:00:00Z,NA,NA,NA,NA,NA,NA,31.9,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.15454356,-71.1458842
USGS,01105554,2023-10-07T00:00:00Z,NA,NA,NA,NA,NA,NA,134,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2092655,-71.1458851
USGS,01105554,2023-10-08T00:00:00Z,NA,NA,NA,NA,NA,NA,129,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2092655,-71.1458851
USGS,01105554,2023-10-09T00:00:00Z,NA,NA,NA,NA,NA,NA,121,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2092655,-71.1458851
USGS,01105554,2023-10-10T00:00:00Z,NA,NA,NA,NA,NA,NA,113,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2092655,-71.1458851
USGS,01105554,2023-10-11T00:00:00Z,NA,NA,NA,NA,NA,NA,109,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2092655,-71.1458851
USGS,01105554,2023-10-12T00:00:00Z,NA,NA,NA,NA,NA,NA,106,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2092655,-71.1458851
USGS,01105554,2023-10-13T00:00:00Z,NA,NA,NA,NA,NA,NA,101,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2092655,-71.1458851
USGS,01105554,2023-10-14T00:00:00Z,NA,NA,NA,NA,NA,NA,96.9,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2092655,-71.1458851
USGS,01105554,2023-10-15T00:00:00Z,NA,NA,NA,NA,NA,NA,93.7,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2092655,-71.1458851
USGS,01105554,2023-10-16T00:00:00Z,NA,NA,NA,NA,NA,NA,91.3,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2092655,-71.1458851
USGS,01105554,2023-10-17T00:00:00Z,NA,NA,NA,NA,NA,NA,88.7,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2092655,-71.1458851
USGS,01105554,2023-10-18T00:00:00Z,NA,NA,NA,NA,NA,NA,86,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2092655,-71.1458851
USGS,01105554,2023-10-19T00:00:00Z,NA,NA,NA,NA,NA,NA,85.2,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2092655,-71.1458851
USGS,01105554,2023-10-20T00:00:00Z,NA,NA,NA,NA,NA,NA,82.6,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2092655,-71.1458851
USGS,01105554,2023-10-21T00:00:00Z,NA,NA,NA,NA,NA,NA,101,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2092655,-71.1458851
USGS,01105554,2023-10-22T00:00:00Z,NA,NA,NA,NA,NA,NA,180,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2092655,-71.1458851
USGS,01105554,2023-10-23T00:00:00Z,NA,NA,NA,NA,NA,NA,167,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2092655,-71.1458851
USGS,01105554,2023-10-24T00:00:00Z,NA,NA,NA,NA,NA,NA,143,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2092655,-71.1458851
USGS,01105554,2023-10-25T00:00:00Z,NA,NA,NA,NA,NA,NA,125,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2092655,-71.1458851
USGS,01105554,2023-10-26T00:00:00Z,NA,NA,NA,NA,NA,NA,118,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2092655,-71.1458851
USGS,01105554,2023-10-27T00:00:00Z,NA,NA,NA,NA,NA,NA,112,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2092655,-71.1458851
USGS,01105554,2023-10-28T00:00:00Z,NA,NA,NA,NA,NA,NA,106,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2092655,-71.1458851
USGS,01105554,2023-10-29T00:00:00Z,NA,NA,NA,NA,NA,NA,104,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2092655,-71.1458851
USGS,01105554,2023-10-30T00:00:00Z,NA,NA,NA,NA,NA,NA,138,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2092655,-71.1458851
USGS,01105554,2023-10-31T00:00:00Z,NA,NA,NA,NA,NA,NA,177,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2092655,-71.1458851
USGS,01105554,2023-11-01T00:00:00Z,NA,NA,NA,NA,NA,NA,173,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2092655,-71.1458851
USGS,01105554,2023-11-02T00:00:00Z,NA,NA,NA,NA,NA,NA,156,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2092655,-71.1458851
USGS,01105554,2023-11-03T00:00:00Z,NA,NA,NA,NA,NA,NA,138,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2092655,-71.1458851
USGS,01105554,2023-11-04T00:00:00Z,NA,NA,NA,NA,NA,NA,128,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2092655,-71.1458851
USGS,01105554,2023-11-05T00:00:00Z,NA,NA,NA,NA,NA,NA,122,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2092655,-71.1458851
USGS,011055566,2023-10-07T00:00:00Z,NA,NA,NA,NA,NA,NA,278,P e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2709321,-71.06838369
USGS,011055566,2023-10-08T00:00:00Z,NA,NA,NA,NA,NA,NA,257,P e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2709321,-71.06838369
USGS,011055566,2023-10-09T00:00:00Z,NA,NA,NA,NA,NA,NA,231,P e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2709321,-71.06838369
USGS,011055566,2023-10-10T00:00:00Z,NA,NA,NA,NA,NA,NA,204,P e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2709321,-71.06838369
USGS,011055566,2023-11-04T00:00:00Z,NA,NA,NA,NA,NA,NA,193,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2709321,-71.06838369
USGS,011055566,2023-11-05T00:00:00Z,NA,NA,NA,NA,NA,NA,182,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.2709321,-71.06838369
USGS,01105583,2023-10-07T00:00:00Z,NA,NA,NA,NA,NA,NA,19.2,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.22093308,-70.9781026
USGS,01105583,2023-10-08T00:00:00Z,NA,NA,NA,NA,NA,NA,18.1,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.22093308,-70.9781026
USGS,01105583,2023-10-09T00:00:00Z,NA,NA,NA,NA,NA,NA,16.6,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.22093308,-70.9781026
USGS,01105583,2023-10-10T00:00:00Z,NA,NA,NA,NA,NA,NA,15.9,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.22093308,-70.9781026
USGS,01105583,2023-10-11T00:00:00Z,NA,NA,NA,NA,NA,NA,15.4,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.22093308,-70.9781026
USGS,01105583,2023-10-12T00:00:00Z,NA,NA,NA,NA,NA,NA,14.8,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.22093308,-70.9781026
USGS,01105583,2023-10-13T00:00:00Z,NA,NA,NA,NA,NA,NA,13.9,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.22093308,-70.9781026
USGS,01105583,2023-10-14T00:00:00Z,NA,NA,NA,NA,NA,NA,13.4,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.22093308,-70.9781026
USGS,01105583,2023-10-15T00:00:00Z,NA,NA,NA,NA,NA,NA,13,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.22093308,-70.9781026
USGS,01105583,2023-10-16T00:00:00Z,NA,NA,NA,NA,NA,NA,12.5,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.22093308,-70.9781026
USGS,01105583,2023-10-17T00:00:00Z,NA,NA,NA,NA,NA,NA,12.3,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.22093308,-70.9781026
USGS,01105583,2023-10-18T00:00:00Z,NA,NA,NA,NA,NA,NA,11.2,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.22093308,-70.9781026
USGS,01105583,2023-10-19T00:00:00Z,NA,NA,NA,NA,NA,NA,12.5,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.22093308,-70.9781026
USGS,01105583,2023-10-20T00:00:00Z,NA,NA,NA,NA,NA,NA,11.1,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.22093308,-70.9781026
USGS,01105583,2023-10-21T00:00:00Z,NA,NA,NA,NA,NA,NA,19.7,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.22093308,-70.9781026
USGS,01105583,2023-10-22T00:00:00Z,NA,NA,NA,NA,NA,NA,27,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.22093308,-70.9781026
USGS,01105583,2023-10-23T00:00:00Z,NA,NA,NA,NA,NA,NA,29.4,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.22093308,-70.9781026
USGS,01105583,2023-10-24T00:00:00Z,NA,NA,NA,NA,NA,NA,24.5,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.22093308,-70.9781026
USGS,01105583,2023-10-25T00:00:00Z,NA,NA,NA,NA,NA,NA,19.5,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.22093308,-70.9781026
USGS,01105583,2023-10-26T00:00:00Z,NA,NA,NA,NA,NA,NA,16.5,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.22093308,-70.9781026
USGS,01105583,2023-10-27T00:00:00Z,NA,NA,NA,NA,NA,NA,15,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.22093308,-70.9781026
USGS,01105583,2023-10-28T00:00:00Z,NA,NA,NA,NA,NA,NA,14.3,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.22093308,-70.9781026
